Username,Date,Text
andres3,October 2011," and to get back on topic - as great as they sound, if i had a tl, i dont think id risk playing any of those dvd-as in the car unless i was just sitting in the driveway. it would be a shame to scratch something irreplaceable. i dont think i can trace the blame for any scratches on a disk to any of my car stervolkswagen over the years. one of the benefits of sacd and dvd-a was supposed to be that it was either scratch restoyotaant or almost immune to sensitivity from minor scratches. they are supposed to be quite durable. so far, i have none that cause any skipping issues, but then again, i have not seen any dvd-a or sacd systems sold for vehicles yet (other than factory acura system).are these disks really irreplaceable? maybe oppo will come out with an sacd/dvd-a burner someday. "
sweendogy,November 2011," noticed the new 3 series has been posted on bmw website. it seems bmw had gone the route of sport, lux and mix. 3 car that have different personalities . like the way the new sport model looks - hope they hold pricing to 2011 levels. the 4 cyl is an interesting option - i mean if they can get the performance of the current 328 - with highway mpgs in the low to mid 30s it will be very interesting- plus it still a rwd platform so turns will continue to be fun. a hybrid will prob be in tenge near future as well. nice to see the leader continuing to evolve - this should make infiniti react - this could get interesting "
carnaught,November 2011," by ""new"", do you mean the new body style (vanhooydonk designed, rather than bangle) ? "
flightnurse,November 2011," i saw that last night, the new turbo 4 is an interesting engine, in the z4 the turbo 4 s faster then the 3 liter, so hopefully the new 3 will faster too. i like the interior of the sport model, so far one can not build the new car until it is showed at the la auto show. "
flightnurse,November 2011, yes its a whole new car... 
kdshapiro,November 2011," i really liked the looks of the new 3. the specs for the turbo 4 should up the ante quite nicely in the performance arena. making about 260 hp should put the 328 in a whole new ballgame. while it may not be the speed demon of the 335, it should hold its own against some of the other midsize sedan that offer in the mid-250s hp. "
shipo,November 2011," from my perspective, the horsepower race has gotten out of hand and now even the lowest power bmw is more than powerful enough even if other similar sized vehicles offer more power for less money.to underscore that point, my 2002 530i 5-speed was just about as perfect a car for my needs, wants, and desires from a size, power, feature, and performance perspective as there could ever be, and the new bmw will (or should) have a tad more space inside, weigh about the same, have considerably more power, perform even better, get better fuel economy, and cost less. could it be that the new bmw 6-speed with the 2.0 liter blown mill will be even more perfecter for me than my bmw? from everything ive seen and read about the f30, it definitely looks like that may be the case. :shades: "
billyperksii,November 2011," thats infiniti mission statement-""more horsepower, courser engines and jerky rides"". "
kdshapiro,November 2011," the 530 manual was the epitome of what represented a bmw. however, time marches on and things change. bmw has had to change with the times.this new 328 hopefully will usher bmw into a new era for the 3 series. i really like the styling, hits the nail right on the head. "
kdshapiro,November 2011, i disagree with you. if you would like to explain your position instead of posting a drive-by shot at infiniti please feel free to do so. 
markcincinnati,November 2011," our first and only infiniti, thus far, is a 2011. i cannot speak to or about what has gone before. between my wife and i, we have had 29 audi, 3 volkswagens 3 bmw, 1 infiniti and 1 acura. i would say based on our ownership experiences and our many, many test drives, that your comment about infiniti mission statement has to be based on something you read (but not much) or some personal experience (?) you may have had sometime in the past -- or else youre just poking the fire for whatever reason.i would say, at this point in my experience, that infiniti is the japanese bmw (praise for the infiniti, that is) and that acura is the japanese audi (praise primarily for acura but actually some praise back at audi, too.)courser engines? well, at their rpm limits, infiniti engines are not quite up to the bmw reputation of silky smoothness, but i would not think this is part of any kind of a mission statement. as to the comment jerky rides -- i will simply have to write that off as most likely coming from a position of ignorance or conford. :confuse: "
